Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_STAT_STALL,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQC_DCACHE_HITS,SQC_TC_STALL,SQ_BUSY_CYCLES,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VMEM,SQ_INSTS_VSKIPPED,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,TA_FLAT_READ_WAVEFRONTS_sum,TA_TOTAL_WAVEFRONTS_sum,TCC_CC_REQ_sum,TCC_EA0_RDREQ_DRAM_sum,TCC_EA0_RDREQ_sum,TCC_NC_REQ_sum,TCP_TCC_CC_WRITE_REQ_sum,TCP_TCC_NC_ATOMIC_REQ_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum
30,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735629601714,12735629631783,31,27,160967.0,582756.0,0.0,0.0,1909147.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
31,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735629991761,12735630034137,32,125,71589.0,224858.0,60783.0,0.0,2542560.0,0.0,262144.0,0.0,8473170.0,8473170.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
32,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735630396120,12735630426990,33,27,163656.0,593061.0,0.0,0.0,1929383.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149041.0,149041.0,0.0,0.0,0.0,819200.0,196608.0
33,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735630781235,12735630823851,34,125,73745.0,213931.0,60778.0,0.0,2536328.0,0.0,262144.0,0.0,8808956.0,8808956.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
34,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735631186836,12735631217987,35,27,161977.0,607389.0,0.0,0.0,1941035.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
35,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735631572032,12735631614729,36,125,74141.0,231356.0,60784.0,0.0,2543995.0,0.0,262144.0,0.0,8402316.0,8402316.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
36,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735631974386,12735632007622,37,27,157594.0,631784.0,0.0,0.0,2096963.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
37,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735632350962,12735632393498,38,125,78633.0,227277.0,60728.0,0.0,2540399.0,0.0,262144.0,0.0,10865680.0,10865680.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
38,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735632754158,12735632789077,39,27,170551.0,667359.0,0.0,0.0,2235502.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
39,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735633143924,12735633186741,40,125,75335.0,230848.0,60726.0,0.0,2541331.0,0.0,262144.0,0.0,11030840.0,11030840.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
40,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735633555860,12735633590939,41,27,170650.0,664864.0,0.0,0.0,2213436.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
41,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735633944904,12735633987440,42,125,66988.0,227815.0,60763.0,0.0,2537623.0,0.0,262144.0,0.0,10135278.0,10135278.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
42,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735634333868,12735634368426,43,27,181139.0,666653.0,0.0,0.0,2210652.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
43,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735634728404,12735634771302,44,125,72238.0,228319.0,60714.0,0.0,2560630.0,0.0,262144.0,0.0,12332860.0,12332860.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
44,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735635134327,12735635169086,45,27,177151.0,663207.0,0.0,0.0,2184141.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
45,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735635532071,12735635574607,46,125,75540.0,227268.0,60733.0,0.0,2552564.0,0.0,262144.0,0.0,11150302.0,11150302.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
46,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735635937672,12735635972832,47,27,180362.0,668569.0,0.0,0.0,2222984.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
47,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735636335055,12735636377792,48,125,74389.0,234865.0,60740.0,0.0,2536218.0,0.0,262144.0,0.0,11185304.0,11185304.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
48,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735636738332,12735636773411,49,27,178566.0,666087.0,0.0,0.0,2188952.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
49,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735637136356,12735637179093,50,125,61605.0,219021.0,60795.0,0.0,2554165.0,0.0,262144.0,0.0,8686428.0,8686428.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
50,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735637530853,12735637565652,51,27,180352.0,665239.0,0.0,0.0,2218870.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
51,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735637922944,12735637965841,52,125,68322.0,230502.0,60740.0,0.0,2547385.0,0.0,262144.0,0.0,10703458.0,10703458.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
52,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735638322772,12735638357852,53,27,177255.0,665118.0,0.0,0.0,2217126.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
53,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735638722881,12735638765979,54,125,80711.0,236005.0,60741.0,0.0,2564359.0,0.0,262144.0,0.0,10985394.0,10985394.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
54,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735639127721,12735639162520,55,27,171022.0,664472.0,0.0,0.0,2205450.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
55,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735639522819,12735639565556,56,125,77722.0,227401.0,60760.0,0.0,2539146.0,0.0,262144.0,0.0,10767576.0,10767576.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
56,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735639925414,12735639960293,57,27,175020.0,654675.0,0.0,0.0,2213423.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
57,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735640325884,12735640368781,58,125,78363.0,233684.0,60779.0,0.0,2543225.0,0.0,262144.0,0.0,9500462.0,9500462.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
58,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735640726715,12735640761674,59,27,173677.0,666178.0,0.0,0.0,2224568.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
59,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735641115117,12735641158055,60,125,77317.0,236891.0,60756.0,0.0,2547447.0,0.0,262144.0,0.0,10692200.0,10692200.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
60,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735641515948,12735641550467,61,27,172290.0,659893.0,0.0,0.0,2207529.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
61,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735641906877,12735641949373,62,125,79801.0,232842.0,60800.0,0.0,2540142.0,0.0,262144.0,0.0,7820292.0,7820292.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
62,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735642308469,12735642343108,63,27,169041.0,661119.0,0.0,0.0,2212206.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
63,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735642696551,12735642739328,64,125,77914.0,225991.0,60784.0,0.0,2533746.0,0.0,262144.0,0.0,7914818.0,7914818.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
64,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735643100469,12735643135589,65,27,171300.0,663491.0,0.0,0.0,2258693.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
65,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735643490596,12735643533252,66,125,64650.0,231511.0,60801.0,0.0,2539536.0,0.0,262144.0,0.0,8090250.0,8090250.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
66,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735643874668,12735643909588,67,27,178014.0,664307.0,0.0,0.0,2235563.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
67,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735644269445,12735644312303,68,125,71948.0,232546.0,60740.0,0.0,2560780.0,0.0,262144.0,0.0,9999318.0,9999318.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
68,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735644670477,12735644705115,69,27,180182.0,665271.0,0.0,0.0,2223398.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
69,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735645064933,12735645107750,70,125,68896.0,229113.0,60729.0,0.0,2548568.0,0.0,262144.0,0.0,10613054.0,10613054.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
70,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735645459630,12735645494389,71,27,181355.0,662483.0,0.0,0.0,2201337.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
71,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735645849596,12735645892013,72,125,66983.0,225732.0,60678.0,0.0,2547681.0,0.0,262144.0,0.0,15670976.0,15670976.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
72,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735646248944,12735646283823,73,27,180167.0,666792.0,0.0,0.0,2225654.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
73,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735646644041,12735646686819,74,125,67475.0,227628.0,60742.0,0.0,2544817.0,0.0,262144.0,0.0,10191364.0,10191364.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
74,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735647038297,12735647073177,75,27,181019.0,667057.0,0.0,0.0,2204399.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
75,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735647428384,12735647471241,76,125,66712.0,246727.0,60736.0,0.0,2543484.0,0.0,262144.0,0.0,11397110.0,11397110.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
76,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735647813419,12735647847857,77,27,183876.0,665536.0,0.0,0.0,2203424.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149040.0,149040.0,0.0,0.0,0.0,819200.0,196608.0
77,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735648207113,12735648250572,78,125,93462.0,316507.0,60744.0,0.0,2563351.0,0.0,262144.0,0.0,10902914.0,10902914.0,0.0,262144.0,0.0,216.0,216.0,0.0,0.0,0.0,4194304.0,0.0
78,0,1,1280,1280,16384,256,0,0,16,192,48,64,matmulbias_kernel,12735648590745,12735648625745,79,27,177985.0,669808.0,0.0,0.0,2199092.0,1024.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,149024.0,149024.0,0.0,0.0,0.0,819200.0,196608.0
79,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735650890842,12735650913974,80,196,132884.0,479449.0,0.0,0.0,1428762.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148320.0,148320.0,0.0,0.0,0.0,819200.0,196608.0
80,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735651370893,12735651413991,81,125,72133.0,241736.0,60790.0,0.0,2554923.0,0.0,262144.0,0.0,7578278.0,7578278.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
81,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735651756008,12735651779942,82,196,134145.0,467622.0,0.0,0.0,1501430.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
82,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735652139840,12735652182577,83,125,63136.0,227251.0,60788.0,0.0,2533984.0,0.0,262144.0,0.0,7859980.0,7859980.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
83,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735652529005,12735652552979,84,196,134516.0,473169.0,0.0,0.0,1497452.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
84,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735652904057,12735652946754,85,125,71734.0,234277.0,60783.0,0.0,2539126.0,0.0,262144.0,0.0,7542860.0,7542860.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
85,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735653305208,12735653329183,86,196,125352.0,464547.0,0.0,0.0,1494994.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
86,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735653679860,12735653722597,87,125,72402.0,223197.0,60740.0,0.0,2550892.0,0.0,262144.0,0.0,10781892.0,10781892.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
87,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735654076080,12735654100295,88,196,132762.0,483074.0,0.0,0.0,1510490.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
88,0,1,1280,1280,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12735654454580,12735654497157,89,125,71726.0,214845.0,60743.0,0.0,2549914.0,0.0,262144.0,0.0,10341018.0,10341018.0,0.0,262144.0,0.0,200.0,200.0,0.0,0.0,0.0,4194304.0,0.0
89,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735654851883,12735654876018,90,196,128795.0,476621.0,0.0,0.0,1504287.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
90,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735655487487,12735655510500,91,196,129081.0,474369.0,0.0,0.0,1428684.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
91,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735655867912,12735655890964,92,196,129485.0,456646.0,0.0,0.0,1424251.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
92,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735656253388,12735656276480,93,196,128513.0,464384.0,0.0,0.0,1428611.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
93,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735656635857,12735656658869,94,196,131253.0,461823.0,0.0,0.0,1426359.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
94,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735657019168,12735657041940,95,196,130239.0,450474.0,0.0,0.0,1418181.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
95,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735657399833,12735657422605,96,196,131102.0,463830.0,0.0,0.0,1412163.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
96,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735657781941,12735657804833,97,196,127440.0,454588.0,0.0,0.0,1413647.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
97,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735658156031,12735658178843,98,196,121357.0,456346.0,0.0,0.0,1420434.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
98,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735658531244,12735658554016,99,196,130770.0,456628.0,0.0,0.0,1416166.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
99,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735658915197,12735658938048,100,196,123504.0,462613.0,0.0,0.0,1420381.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
100,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735659284355,12735659306967,101,196,130463.0,447881.0,0.0,0.0,1401512.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
101,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735659675645,12735659698497,102,196,126835.0,451080.0,0.0,0.0,1402959.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
102,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735660064328,12735660087100,103,196,134601.0,464986.0,0.0,0.0,1420047.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
103,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735660450165,12735660472936,104,196,123461.0,455476.0,0.0,0.0,1422053.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
104,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735660822811,12735660845703,105,196,131567.0,463411.0,0.0,0.0,1417956.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
105,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735661206163,12735661228974,106,196,130062.0,451134.0,0.0,0.0,1405102.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
106,0,1,1280,1280,32768,512,0,0,108,4,48,64,matmulbias_kernel,12735661594846,12735661617577,107,196,126127.0,449306.0,0.0,0.0,1415781.0,2048.0,38912.0,0.0,0.0,0.0,0.0,38912.0,0.0,148304.0,148304.0,0.0,0.0,0.0,819200.0,196608.0
